TITLU_RAPORT,ANEXA,COD_ORDONATOR,ORDONATOR,CAPITOL,SUBCAPITOL,PARAGRAF,GRUPA,ARTICOL,ALINEAT,DENUMIRE,PROGRAM_2025,ESTIMARI2026,ESTIMARI2027,ESTIMARI2028
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,57,,,I.Credite de angajament,72.979.580,71.666.659,72.990.414,75.146.125
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,57,,,II.Credite bugetare,72.879.580,71.666.659,72.990.414,75.146.125
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,58,,,TITLUL X PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE AFERENTE CADRULUI FINANCIAR 2014-2020 SI DIN FONDUL DE MODERNIZARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,58,,,I.Credite de angajament,20.331.202,739.432,458.146,1.060.193
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,58,,,II.Credite bugetare,11.937.753,1.380.137,561.694,1.163.591
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,59,,,TITLUL XI  ALTE CHELTUIELI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,59,,,I.Credite de angajament,13.876.848,15.103.593,14.492.637,12.852.711
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,59,,,II.Credite bugetare,13.878.137,15.103.574,14.492.637,12.852.711
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,60,,,TITLUL XII PROIECTE CU FINANTARE DIN SUMELE REPREZENTAND ASISTENTA FINANCIARA NERAMBURSABILA AFERENTA PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,60,,,I.Credite de angajament,33.784.522,735.133,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,60,,,II.Credite bugetare,31.694.088,21.986.620,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,61,,,TITLUL XIII PROIECTE CU FINANTARE DIN SUMELE AFERENTE COMPONENTEI DE IMPRUMUT A PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,61,,,I.Credite de angajament,19.802.107,1.265.913,46.560,4.077
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,61,,,II.Credite bugetare,15.465.268,16.155.722,7.429.793,3.311.732
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,65,,,TITLUL XIV CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,65,,,I.Credite de angajament,6.134.819,1.565.136,474.658,591.406
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,65,,,II.Credite bugetare,2.111.700,1.231.363,1.251.938,1.268.177
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,70,,,CHELTUIELI DE CAPITAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,70,,,I.Credite de angajament,84.591.865,30.653.158,32.477.881,30.252.305
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,70,,,II.Credite bugetare,21.850.048,19.528.156,28.209.044,29.275.933
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,71,,,TITLUL XV ACTIVE NEFINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,71,,,I.Credite de angajament,79.228.989,30.583.158,32.407.881,30.182.305
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,71,,,II.Credite bugetare,16.487.172,19.458.156,28.139.044,29.205.933
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,72,,,TITLUL XVI ACTIVE FINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,72,,,I.Credite de angajament,5.362.876,70.000,70.000,70.000
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,72,,,II.Credite bugetare,5.362.876,70.000,70.000,70.000
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,79,,,OPERATIUNI FINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,79,,,I.Credite de angajament,1.580.681,2.766.878,2.838.790,2.895.547
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,79,,,II.Credite bugetare,1.580.681,2.766.878,2.838.790,2.895.547
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,80,,,TITLUL XVIII IMPRUMUTURI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,80,,,I.Credite de angajament,391.000,1.000,1.000,1.000
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,80,,,II.Credite bugetare,391.000,1.000,1.000,1.000
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,81,,,TITLUL XIX RAMBURSARI DE CREDITE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,81,,,I.Credite de angajament,1.189.681,2.765.878,2.837.790,2.894.547
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,81,,,II.Credite bugetare,1.189.681,2.765.878,2.837.790,2.894.547
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,,,,Partea I-a SERVICII PUBLICE GENERALE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,,,,I.Credite de angajament,180.978.983,143.136.201,148.010.918,153.842.974
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,,,,II.Credite bugetare,158.926.582,148.716.578,157.932.371,166.933.155
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,01,,,CHELTUIELI CURENTE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,01,,,I.Credite de angajament,175.933.231,139.970.283,144.823.888,150.658.096
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,01,,,II.Credite bugetare,154.954.117,145.632.982,154.772.887,163.697.448
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,10,,,TITLUL I CHELTUIELI DE PERSONAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,10,,,I.Credite de angajament,7.883.990,8.517.667,8.941.493,9.542.910
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,10,,,II.Credite bugetare,7.883.990,8.517.667,8.941.493,9.542.910
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,20,,,TITLUL II BUNURI SI SERVICII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,20,,,I.Credite de angajament,1.946.426,1.926.457,1.964.560,2.041.773
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,20,,,II.Credite bugetare,1.917.937,1.924.420,1.956.234,2.040.153
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,30,,,TITLUL III DOBANZI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,30,,,I.Credite de angajament,40.094.293,46.600.000,59.500.000,68.000.000
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,30,,,II.Credite bugetare,40.094.293,46.600.000,59.500.000,68.000.000
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,40,,,TITLUL IV SUBVENTII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,40,,,I.Credite de angajament,44.560,53.300,61.100,70.600
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,40,,,II.Credite bugetare,44.560,53.300,61.100,70.600
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,50,,,TITLUL V FONDURI DE REZERVA,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,50,,,I.Credite de angajament,1.854.315,1.000.000,1.000.000,1.000.000
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,50,,,II.Credite bugetare,1.854.315,1.000.000,1.000.000,1.000.000
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,51,,,TITLUL VI TRANSFERURI INTRE UNITATI ALE  ADMINISTRATIEI PUBLICE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,51,,,I.Credite de angajament,39.582.216,42.230.404,40.367.315,41.431.710
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,51,,,II.Credite bugetare,39.582.216,42.230.404,40.367.315,41.431.710
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,55,,,TITLUL VII ALTE TRANSFERURI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,55,,,I.Credite de angajament,19.945.843,21.444.811,21.446.302,22.275.277
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,55,,,II.Credite bugetare,20.362.133,22.003.811,22.055.302,22.275.277
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,56,,,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,56,,,I.Credite de angajament,44.335.188,14.079.911,8.631.111,5.373.459
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,56,,,II.Credite bugetare,25.668.743,15.153.440,16.881.958,18.414.431
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,57,,,TITLUL IX ASISTENTA SOCIALA,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,57,,,I.Credite de angajament,715,558,560,561
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,57,,,II.Credite bugetare,715,558,560,561
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,58,,,TITLUL X PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE AFERENTE CADRULUI FINANCIAR 2014-2020 SI DIN FONDUL DE MODERNIZARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,58,,,I.Credite de angajament,4.934.207,9.607,16.605,24.546
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,58,,,II.Credite bugetare,5.086.316,9.607,16.605,24.546
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,59,,,TITLUL XI  ALTE CHELTUIELI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,59,,,I.Credite de angajament,3.147.127,3.887.704,2.890.765,893.183
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,59,,,II.Credite bugetare,3.147.127,3.887.704,2.890.765,893.183
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,60,,,TITLUL XII PROIECTE CU FINANTARE DIN SUMELE REPREZENTAND ASISTENTA FINANCIARA NERAMBURSABILA AFERENTA PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,60,,,I.Credite de angajament,4.797.136,10.509,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,60,,,II.Credite bugetare,5.755.175,401.448,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,61,,,TITLUL XIII PROIECTE CU FINANTARE DIN SUMELE AFERENTE COMPONENTEI DE IMPRUMUT A PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,61,,,I.Credite de angajament,7.367.215,209.355,4.077,4.077
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,61,,,II.Credite bugetare,3.556.597,3.850.623,1.101.555,4.077
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,70,,,CHELTUIELI DE CAPITAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,70,,,I.Credite de angajament,3.986.290,532.745,485.395,429.210
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,70,,,II.Credite bugetare,2.913.003,450.423,457.849,480.039
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,71,,,TITLUL XV ACTIVE NEFINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,71,,,I.Credite de angajament,1.623.414,462.745,415.395,359.210
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,71,,,II.Credite bugetare,550.127,380.423,387.849,410.039
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,72,,,TITLUL XVI ACTIVE FINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,72,,,I.Credite de angajament,2.362.876,70.000,70.000,70.000
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,72,,,II.Credite bugetare,2.362.876,70.000,70.000,70.000
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,79,,,OPERATIUNI FINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,79,,,I.Credite de angajament,1.059.462,2.633.173,2.701.635,2.755.668
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,79,,,II.Credite bugetare,1.059.462,2.633.173,2.701.635,2.755.668
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,81,,,TITLUL XIX RAMBURSARI DE CREDITE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,81,,,I.Credite de angajament,1.059.462,2.633.173,2.701.635,2.755.668
BUGETUL DE STAT,Anexa nr.1,00,Total,5100,01,  ,81,,,II.Credite bugetare,1.059.462,2.633.173,2.701.635,2.755.668
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,,,,,,AUTORITATI PUBLICE SI ACTIUNI EXTERNE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,,,,,,I.Credite de angajament,90.169.187,43.666.125,38.752.660,36.116.814
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,,,,,,II.Credite bugetare,67.676.850,48.682.646,48.066.916,49.202.142
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,01,,,CHELTUIELI CURENTE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,01,,,I.Credite de angajament,88.566.678,43.203.580,38.337.465,35.757.804
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,01,,,II.Credite bugetare,67.132.628,48.307.423,47.684.267,48.797.303
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,10,,,TITLUL I CHELTUIELI DE PERSONAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,10,,,I.Credite de angajament,7.521.200,8.130.492,8.536.759,9.112.365
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,10,,,II.Credite bugetare,7.521.200,8.130.492,8.536.759,9.112.365
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,20,,,TITLUL II BUNURI SI SERVICII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,20,,,I.Credite de angajament,1.344.898,1.359.161,1.376.638,1.445.028
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,20,,,II.Credite bugetare,1.328.793,1.357.268,1.375.115,1.443.555
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,40,,,TITLUL IV SUBVENTII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,40,,,I.Credite de angajament,44.560,53.300,61.100,70.600
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,40,,,II.Credite bugetare,44.560,53.300,61.100,70.600
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,51,,,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,51,,,I.Credite de angajament,202.992,73.873,75.058,76.737
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,51,,,II.Credite bugetare,202.992,73.873,75.058,76.737
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,55,,,TITLUL VII ALTE TRANSFERURI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,55,,,I.Credite de angajament,18.257.913,19.465.391,19.624.292,19.651.148
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,55,,,II.Credite bugetare,18.235.183,19.465.391,19.624.292,19.651.148
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,56,,,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,56,,,I.Credite de angajament,44.292.411,14.029.716,8.581.006,5.323.354
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,56,,,II.Credite bugetare,25.625.966,15.103.245,16.831.853,18.364.326
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,57,,,TITLUL IX ASISTENTA SOCIALA,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,57,,,I.Credite de angajament,715,558,560,561
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,57,,,II.Credite bugetare,715,558,560,561
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,58,,,TITLUL X PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE AFERENTE CADRULUI FINANCIAR 2014-2020 SI DIN FONDUL DE MODERNIZARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,58,,,I.Credite de angajament,4.934.207,9.607,16.605,24.546
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,58,,,II.Credite bugetare,5.058.016,9.607,16.605,24.546
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,59,,,TITLUL XI  ALTE CHELTUIELI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,59,,,I.Credite de angajament,78.431,70.880,65.447,53.465
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,59,,,II.Credite bugetare,78.431,70.880,65.447,53.465
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,60,,,TITLUL XII PROIECTE CU FINANTARE DIN SUMELE REPREZENTAND ASISTENTA FINANCIARA NERAMBURSABILA AFERENTA PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,60,,,I.Credite de angajament,4.797.136,10.509,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,60,,,II.Credite bugetare,5.755.175,401.448,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,61,,,TITLUL XIII PROIECTE CU FINANTARE DIN SUMELE AFERENTE COMPONENTEI DE IMPRUMUT A PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,61,,,I.Credite de angajament,7.092.215,93,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,61,,,II.Credite bugetare,3.281.597,3.641.361,1.097.478,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,70,,,CHELTUIELI DE CAPITAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,70,,,I.Credite de angajament,1.602.509,462.545,415.195,359.010
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,70,,,II.Credite bugetare,544.222,375.223,382.649,404.839
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,71,,,TITLUL XV ACTIVE NEFINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,71,,,I.Credite de angajament,1.602.509,462.545,415.195,359.010
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,  ,  ,71,,,II.Credite bugetare,544.222,375.223,382.649,404.839
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,01,,,,, Autoritati executive si legislative,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,01,,,,,II.Credite bugetare,27.248.585,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,01,01,,,,  Administratia prezidentiala,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,01,01,,,,II.Credite bugetare,89.915,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,01,02,,,,  Autoritati legislative,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,01,02,,,,II.Credite bugetare,765.940,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,01,03,,,,  Autoritati executive,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,01,03,,,,II.Credite bugetare,25.429.576,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,01,04,,,,  Alte organe ale autoritatilor publice,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,01,04,,,,II.Credite bugetare,963.154,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,03,,,,, Contributia la bugetul UE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,03,,,,,II.Credite bugetare,17.950.600,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,04,,,,, Cofinantarea fondurilor primite de la Uniunea Europeana,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5101,04,,,,,II.Credite bugetare,22.477.665,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,,,,,,CERCETARE FUNDAMENTALA SI CERCETARE DEZVOLTARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,,,,,,I.Credite de angajament,2.132.120,1.975.610,1.839.985,2.776.397
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,,,,,,II.Credite bugetare,2.584.440,2.539.610,2.453.985,2.781.397
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,01,,,CHELTUIELI CURENTE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,01,,,I.Credite de angajament,2.111.215,1.975.410,1.839.785,2.776.197
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,01,,,II.Credite bugetare,2.578.535,2.534.410,2.448.785,2.776.197
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,10,,,TITLUL I CHELTUIELI DE PERSONAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,10,,,I.Credite de angajament,362.790,387.175,404.734,430.545
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,10,,,II.Credite bugetare,362.790,387.175,404.734,430.545
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,20,,,TITLUL II BUNURI SI SERVICII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,20,,,I.Credite de angajament,28.702,30.726,31.394,31.996
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,20,,,II.Credite bugetare,28.702,30.726,31.394,31.996
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,51,,,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,51,,,I.Credite de angajament,8.749,5.988,6.144,6.144
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,51,,,II.Credite bugetare,8.749,5.988,6.144,6.144
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,55,,,TITLUL VII ALTE TRANSFERURI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,55,,,I.Credite de angajament,1.340.805,1.242.498,1.292.504,2.201.509
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,55,,,II.Credite bugetare,1.779.825,1.801.498,1.901.504,2.201.509
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,56,,,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,56,,,I.Credite de angajament,42.777,50.195,50.105,50.105
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,56,,,II.Credite bugetare,42.777,50.195,50.105,50.105
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,58,,,TITLUL X PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE AFERENTE CADRULUI FINANCIAR 2014-2020 SI DIN FONDUL DE MODERNIZARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,58,,,II.Credite bugetare,28.300,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,59,,,TITLUL XI  ALTE CHELTUIELI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,59,,,I.Credite de angajament,52.392,49.566,50.827,51.821
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,59,,,II.Credite bugetare,52.392,49.566,50.827,51.821
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,61,,,TITLUL XIII PROIECTE CU FINANTARE DIN SUMELE AFERENTE COMPONENTEI DE IMPRUMUT A PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,61,,,I.Credite de angajament,275.000,209.262,4.077,4.077
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,61,,,II.Credite bugetare,275.000,209.262,4.077,4.077
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,70,,,CHELTUIELI DE CAPITAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,70,,,I.Credite de angajament,20.905,200,200,200
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,70,,,II.Credite bugetare,5.905,5.200,5.200,5.200
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,71,,,TITLUL XV ACTIVE NEFINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,71,,,I.Credite de angajament,20.905,200,200,200
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,  ,  ,71,,,II.Credite bugetare,5.905,5.200,5.200,5.200
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,01,,,,, Cercetare fundamentala (de baza),,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,01,,,,,II.Credite bugetare,435.483,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,02,,,,, Cercetare si dezvoltare pentru servicii publice generale,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5301,02,,,,,II.Credite bugetare,2.148.957,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,,,,,,ALTE SERVICII PUBLICE GENERALE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,,,,,,I.Credite de angajament,7.911.296,5.924.810,4.732.352,2.648.002
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,,,,,,II.Credite bugetare,7.911.152,5.924.666,4.732.204,2.647.855
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,  ,  ,01,,,CHELTUIELI CURENTE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,  ,  ,01,,,I.Credite de angajament,5.548.420,5.854.810,4.662.352,2.578.002
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,  ,  ,01,,,II.Credite bugetare,5.548.276,5.854.666,4.662.204,2.577.855
BUGETUL DE STAT,Anexa nr.1,00,Total,5401,  ,  ,20,,,TITLUL II BUNURI SI SERVICII,,,,
